texto,categoria
"plano mensal office 365 17,75",Assinaturas
comprei cartorio,Outros
corrida,Transporte
presente pra cha de bebe R$ 100,Outros
comprei academia,Saúde
self-service,Alimentação
paguei a yoga,Saúde
açaí pra hoje,Alimentação
taxa bancária para chá de bebê,Outros
"Moletom novo 49,99",Vestuário
Uber,Transporte
plano mensal steam 17.40,Assinaturas
conserto do presente de natal 150,Outros
comprei camiseta,Vestuário
"Saída 40,00",Lazer
"mensalidade suplemento R$65,80",Saúde
"gasto com cabo R$ 140,60",Outros
SUTIÃ NA RIACHUELO,Vestuário
VALET PRA CASA R$120,Transporte
reforma 70,Casa
mensalidade da apostila 70 reais,Educação
cobrou plano de celular,Assinaturas
DUOLINGO PLUS,Assinaturas
plano OneDrive,Assinaturas
assinatura do Steam,Assinaturas
rancho,Alimentação
MERCADO,Alimentação
"MICRO-ONDAS MENSAL R$90,75",Casa
comprei relógio,Vestuário
mensalidade da gym 119.80,Saúde
"hospedagem R$ 75,90",Lazer
Almocei no food truck,Alimentação
material de escritório do mês 37.20,Outros
supermercado,Alimentação
renovei plano móvel,Assinaturas
comprei imposto de renda,Outros
remedio mensal 1000 reais,Saúde
tutoria,Educação
"paguei emprestei dinheiro R$ 130,20",Outros
COMPREI IPTU,Casa
"pedágio 15,25",Transporte
assinei mestrado,Educação
paguei a upa,Saúde
"revisão do carro R$49,75",Transporte
"estacionamento R$70,70",Transporte
paguei CFO,Educação
Comprei eletrônico r$120,Outros
móveis para a casa,Casa
"roupas 35,10",Vestuário
multa,Outros
almocei no mercado,Alimentação
compras do mês r$500,Alimentação
C&A,Vestuário
moletom,Vestuário
Abasteci o carro r$900,Transporte
Gasolina,Transporte
corrida,Transporte
conta de tv a cabo,Casa
conserto 80.70,Casa
"jogo de tabuleiro com amigos R$47,90",Lazer
shorts na Zara R$150,Vestuário
paguei a ultrassom,Saúde
clube com a família,Lazer
hotel 20,Lazer
"manutenção 25,30",Casa
"comprei doutorado R$5,90",Educação
comprei escola,Educação
"Deezer com a família 55,90",Lazer
Pedágio pra casa,Transporte
Abasteci,Transporte
"renovei Disney Plus R$29,60",Assinaturas
saida 120 reais,Lazer
"loja de roupa r$99,10",Vestuário
PAGUEI SMARTPHONE,Outros
H&M nova R$20,Vestuário
mensalidade da certificado,Educação
raio-x da semana 69.99,Saúde
comprei happy hour,Alimentação
"diversao 100,90",Lazer
"reforma r$ 140,99",Casa
mensalidade amazon,Assinaturas
cappuccino pra hoje,Alimentação
matrícula 17.70,Educação
"CORRIDA 47,40",Transporte
"Assinatura do adobe creative cloud r$65,20",Assinaturas
Comprei riachuelo na shopping,Vestuário
paguei a exame de sangue 1200,Saúde
"comprei ipva r$ 100,80",Outros
PUMA NOVO,Vestuário
Pedi churrasco no delivery,Alimentação
serviço para formatura,Outros
feira do mes,Alimentação
"seguro do carro da semana R$35,30",Transporte
peça de roupa,Vestuário
Imposto predial mensal,Casa
"ÓTICA DA SEMANA 10,20",Saúde
renovação Figma 200 reais,Assinaturas
"par de Hering 85,50",Vestuário
fogão para a casa 55.80,Casa
"carregador para chá de bebê R$ 5,25",Outros
zoologico com amigos,Lazer
POCHETE,Vestuário
terapeuta,Saúde
RECEITA MÉDICA,Saúde
loja de roupa,Vestuário
CCAA,Educação
estacionamento pro trabalho 129.80,Transporte
"clube de assinatura 37,75",Assinaturas
mensalidade terapia 129.80,Saúde
"boné novo R$17,20",Vestuário
consulta com psicólogo 500 reais,Saúde
Mensalidade da terapia,Saúde
quiropraxia da semana R$60,Saúde
ônibus interestadual pra casa,Transporte
Lingerie na shopping 47.10,Vestuário
"boleto do telefone fixo 3000,00",Casa
COMPREI SHORTS NA H&M 10.90,Vestuário
"internet 350,00",Casa
veterinário,Outros
"Conta do pão 2000,00",Alimentação
"diversao R$ 10,20",Lazer
Estacionei 42.60,Transporte
"workshop R$ 500,00",Educação
comprei band-aid 40.25,Saúde
"saque do mês r$ 35,00",Outros
Claro TV para a casa,Casa
"táxi pra casa 24,40",Transporte
cobrou Tim,Assinaturas
esparadrapo,Saúde
"Curso r$ 10,80",Educação
pedágio,Transporte
"Compras de roupa r$ 10,00",Vestuário
"anuidade hbo max 70,30",Assinaturas
"papelaria imprevisto 60,80",Outros
Brigadeiro,Alimentação
assinatura do Google One 40.50,Assinaturas
"ingresso pro estádio R$47,75",Lazer
plano Telecine,Assinaturas
coturnos,Vestuário
peguei mototáxi,Transporte
roupas,Vestuário
"colégio R$ 149,25",Educação
renovei VPN,Assinaturas
rodovia pro trabalho,Transporte
Passeio 79.20,Lazer
"comprei TV a cabo R$ 140,90",Casa
compras da semana 22.40,Alimentação
mensalidade raio-x,Saúde
PAGUEI OAB,Educação
cinto nova 99.50,Vestuário
gravata na Riachuelo,Vestuário
COMPREI CONSULTA DENTISTA,Saúde
registro,Outros
comprei loçao 500,Saúde
manutenção da ferramentas 85.20,Casa
"anuidade Tidal 700,00",Assinaturas
comprei hostel 17.80,Lazer
dividi conta do torta,Alimentação
MENSALIDADE DA MENSALIDADE ESCOLAR 1000 REAIS,Educação
mensalidade Rocketseat,Educação
Passeio r$ 45,Lazer
matrícula no curso 79.10,Educação
comprei cinto na Riachuelo,Vestuário
cobrou NordVPN,Assinaturas
remédio da exame,Saúde
ASSINATURA DO DUOLINGO PLUS,Assinaturas
fraldas do mês R$ 150,Casa
ALMOCEI NO FOOD TRUCK,Alimentação
comprei internet 80.60,Casa
reforma 20.10,Casa
seguro da casa,Casa
WORKSHOP,Educação
Conserto 100 reais,Casa
Viagem para litoral,Lazer
plano anual Amazon Prime Video,Assinaturas
"GASTO COM PET R$50,40",Outros
boleto de imposto predial,Casa
"ENEM 139,30",Educação
COMPREI CURATIVO,Saúde
PAINTBALL COM AMIGOS,Lazer
"diversao R$ 129,60",Lazer
"manutenção R$ 32,10",Casa
banda larga R$1000,Assinaturas
parque de diversões,Lazer
multa do mes,Outros
comprei aquário,Lazer
"ingresso do tour R$ 75,75",Lazer
"tarifa imprevisto R$39,30",Outros
comprei água,Alimentação
NET mensal 24.99,Casa
Notion,Assinaturas
comprei micro-ondas 200,Casa
assinei CRM,Educação
"telhado R$ 45,20",Casa
Fui ao estádio,Lazer
"compras de roupa R$49,75",Vestuário
terapeuta,Saúde
roupas,Vestuário
curso de cursinho pré-vestibular,Educação
"manutenção da detergente 5,70",Casa
COMPREI SAIA,Vestuário
combustível 89.60,Transporte
"manutençao da eletrodomestico R$35,60",Casa
"paguei tutoria 17,30",Educação
FRANGO,Alimentação
consultório veterinário imprevisto,Outros
comprei movel R$250,Casa
mensalidade da pós-graduação,Educação
gasolina,Transporte
"sessao de cinema com amigos 8,40",Lazer
"Bermuda novo r$47,75",Vestuário
Mototáxi pra casa,Transporte
"matrícula no curso R$5,75",Educação
smartphone para natal,Outros
supermercado 1000,Alimentação
manutenção do carro da semana 110.60,Transporte
"MENSALIDADE DA ACADEMIA R$ 25,00",Saúde
"renovei YouTube Music 55,75",Assinaturas
"mensalidade fisioterapia 80,00",Saúde
gibi,Lazer
workshop,Educação
comprei torta,Alimentação
"lanche da tarde R$120,40",Alimentação
"lanche da tarde R$ 70,25",Alimentação
"mensalidade mensalidade academia R$79,25",Saúde
"CALM 70,75",Assinaturas
Loja de roupa,Vestuário
"conserto 180,00",Casa
fui ao camera,Lazer
cabo,Outros
exame no laboratorio,Saúde
"BOLETO DO TAPETE 5,10",Casa
material de construçao,Casa
"calcinha r$22,40",Vestuário
conta do hamburguer 80 reais,Alimentação
ANUIDADE NORDVPN,Assinaturas
Creatina mensal r$ 600,Saúde
fui na exame de sangue,Saúde
"chapéu novo R$40,90",Vestuário
"MATRÍCULA R$ 1200,00",Educação
academia,Saúde
"viagem para serra r$ 55,75",Lazer
roupas R$ 180,Vestuário
almocei no restaurante,Alimentação
"comprei inglês R$ 15,30",Educação
"cafe da manha R$ 100,00",Alimentação
colégio,Educação
Refrigerante pra hoje,Alimentação
Combustível 5.70,Transporte
combustível pra casa,Transporte
passagem aérea pra casa,Transporte
Bolsa na renner 9.25,Vestuário
paguei tarifa,Outros
aula de wizard,Educação
fone de ouvido,Outros
cobrou Dropbox,Assinaturas
"workshop 22,10",Educação
"conta do biscoito 99,80",Alimentação
"sutiã novo R$110,10",Vestuário
"móveis 130,99",Casa
"delivery almoço r$ 149,75",Alimentação
Paguei micro-ondas,Casa
"manutenção R$ 49,80",Casa
"manutenção 50,10",Casa
raio-x,Saúde
assinatura Amazon 60.40,Assinaturas
"cartão de transporte pro trabalho 5,80",Transporte
comprei processo,Outros
"estacionamento 500,00",Transporte
"Sutiã r$ 40,00",Vestuário
abasteci 1500,Transporte
"renovação xbox game pass r$55,70",Assinaturas
colar na Renner,Vestuário
consulta medica,Saúde
Hospital r$ 100,Saúde
Saída 69.20,Lazer
"remédio da farmácia 18,00",Saúde
Troca de óleo,Transporte
"ENTRETENIMENTO R$ 35,90",Lazer
mototáxi,Transporte
"Comprei crm r$ 30,10",Educação
oi 8.50,Assinaturas
presente de natal imprevisto,Outros
jantei fora,Alimentação
"Conta de diarista r$ 119,20",Casa
material de CRM,Educação
"Hospedagem 5,00",Lazer
Entretenimento,Lazer
"jantei fora R$ 10,00",Alimentação
"PASSAGEM DE SEGURO DO CARRO R$20,10",Transporte
curso de régua R$ 600,Educação
"pilates da semana 39,75",Saúde
"saída r$129,90",Lazer
"licenciamento da semana R$70,99",Transporte
IPTU,Outros
comprei Nike,Vestuário
PEGUEI BIKE,Transporte
mochila,Vestuário
Mensalidade da quiropraxia r$10,Saúde
cobrou Spotify,Assinaturas
hospedagem,Lazer
Disney Plus,Assinaturas
metrô pra casa,Transporte
"Viagem para serra r$ 42,25",Lazer
"Sky do mes R$32,50",Casa
ANUIDADE GOOGLE DRIVE 49.80,Assinaturas
Comprei esparadrapo,Saúde
corrida de bilhete,Transporte
"macarrão 49,20",Alimentação
gás,Casa
"VITAMINA 12,00",Saúde
cobrou Spotify,Assinaturas
veterinário,Outros
boné,Vestuário
"aluguel R$140,75",Casa
CONSERTO PARA CASAMENTO 32.40,Outros
Comprei saque,Outros
par de c&a 25.30,Vestuário
LANCHE PRA HOJE,Alimentação
Presente do mês,Outros
"ingresso pro viagem r$90,20",Lazer
acessorio do mes 80.99,Outros
agua mineral pra hoje,Alimentação
Sutiã 85.50,Vestuário
mensalidade certificado R$ 5,Educação
"material de escola de idiomas R$55,70",Educação
conserto R$35,Casa
"taxa para formatura 8,00",Outros
"PLANO ANUAL AMAZON PRIME R$ 10,99",Assinaturas
Macarrão no mall,Alimentação
"IDIOMA R$49,50",Educação
Rocketseat,Educação
GRAVATA NA H&M,Vestuário
AMAZON PRIME,Lazer
filme 35.40,Lazer
peguei 99pop,Transporte
"mensalidade da medicamento R$ 10,40",Saúde
receita médica 300 reais,Saúde
ipva pro trabalho 250,Transporte
fui ao musical,Lazer
material de professor particular,Educação
"comprei cabo R$ 80,99",Outros
corrida de Movida 5 reais,Transporte
Mensalidade dentista,Saúde
compras da semana,Alimentação
"renovaçao iCloud R$5,80",Assinaturas
"Mensalidade ressonância r$ 19,25",Saúde
PAGUEI JARDINAGEM,Casa
"paguei reparo r$55,50",Outros
FUI AO AMAZON PRIME,Lazer
"cobrou VPN 39,60",Assinaturas
"Assinei borracha 8,80",Educação
Plano de celular,Assinaturas
"paguei taxa bancária 500,00",Outros
"steam 5,70",Assinaturas
"papel higiênico 35,20",Casa
Jantei fora 47.99,Alimentação
carregador,Outros
arroz pra hoje,Alimentação
"remédio da ressonância 120,00",Saúde
"coturnos r$45,20",Vestuário
comprei vitamina,Saúde
"paguei certificação R$ 59,99",Educação
"fui na farmácia R$ 59,20",Saúde
natação da semana,Saúde
comprei airbnb 60 reais,Lazer
Comprei bermuda,Vestuário
entretenimento r$ 120,Lazer
FEIRA DO MÊS,Alimentação
Plano mensal spotify,Assinaturas
"Café da manhã r$ 10,70",Alimentação
exame no laboratório,Saúde
cobrou Steam,Assinaturas
plano anual Amazon Prime,Assinaturas
VIAGEM PARA SERRA,Lazer
coturnos,Vestuário
"PAR DE SANDÁLIA 130,90",Vestuário
paguei presente de aniversário,Outros
reforma,Casa
assinei faculdade,Educação
Renovei antivírus,Assinaturas
PÃO DE QUEIJO NO RESTAURANTE,Alimentação
bolsa na shopping,Vestuário
Scooter pra casa,Transporte
"Roupas 14,75",Vestuário
"BIKE DE VOLTA R$ 129,25",Transporte
YouTube Music,Assinaturas
pedagio pra casa,Transporte
"comprei transferência 85,25",Outros
Comprei suco,Alimentação
"almocei no mall R$ 25,00",Alimentação
Renovação tim,Assinaturas
AVIÃO,Transporte
FIM DE SEMANA,Lazer
"geladeira mensal R$ 95,75",Casa
fui na pomada,Saúde
cobrou Apple Music,Assinaturas
"Consulta com medicamento r$ 10,40",Saúde
"conserto r$85,80",Casa
abasteci o carro,Transporte
"mensalidade da alemão R$10,30",Educação
vitamina da semana,Saúde
plano Netflix,Assinaturas
"assinatura banda larga R$55,99",Assinaturas
"supermercado 130,80",Alimentação
C&A na outlet,Vestuário
fui ao game,Lazer
curso de material para curso 19.70,Educação
"comprei salto R$ 100,75",Vestuário
"licenciamento pro trabalho R$8,25",Transporte
"entretenimento 200,00",Lazer
cobrou Amazon Prime Video,Assinaturas
paguei ração,Outros
"assinatura nordvpn 400,00",Assinaturas
"consulta com crossfit R$ 120,00",Saúde
Despesa com consultório veterinário,Outros
comprei bolsa na H&M,Vestuário
"pilates r$ 89,40",Saúde
cobrou Canva Pro,Assinaturas
"passeio R$ 80,99",Lazer
99POP,Transporte
COMPREI NET,Casa
fui ao hotel,Lazer
Revisão do carro 22.20,Transporte
diversão 30.20,Lazer
plano mensal Google One 8,Assinaturas
"Boliche com amigos r$8,90",Lazer
Oferta para chá de bebê,Outros
"exame no laboratório R$ 85,30",Saúde
psiquiatra da semana,Saúde
"estacionei 149,75",Transporte
boleto de internet 30.40,Casa
patinete pro trabalho,Transporte
remédio da dentista,Saúde
"REMÉDIO DA EMERGÊNCIA 150,50",Saúde
"brinco R$ 100,50",Vestuário
Comprei bota,Vestuário
paguei presente,Outros
COMPREI UNDER ARMOUR,Vestuário
"feira do mês R$ 100,10",Alimentação
"feira do mes R$ 150,10",Alimentação
"Zara na Riachuelo 99,50",Vestuário
"DESPESA COM FONE DE OUVIDO R$20,10",Outros
"remédio da academia R$ 8,90",Saúde
"paguei Wizard 12,50",Educação
corrida,Transporte
cobrou Duolingo Plus,Assinaturas
Corrida 130.40,Transporte
"detergente R$ 19,90",Casa
"Comprei massa r$129,80",Alimentação
presente de natal para casamento,Outros
"Globoplay 15,25",Assinaturas
abasteci o carro R$ 45,Transporte
"ABASTECI O CARRO R$ 5,70",Transporte
Sabão,Casa
paguei multa,Outros
COMPREI NIKE,Vestuário
vitamina da semana 60 reais,Saúde
loja de roupa,Vestuário
almocei no mercado 20 reais,Alimentação
"CORRIDA 69,10",Transporte
"renovação hbo max 119,99",Assinaturas
viação pra casa,Transporte
Regata novo 80,Vestuário
smartphone,Outros
conserto 42.25,Casa
"viagem para campo 10,00",Lazer
passeio,Lazer
"receita médica R$ 25,00",Saúde
pochete nova 120.70,Vestuário
assinatura do disney+,Assinaturas
processo para formatura,Outros
UNIVERSIDADE,Educação
conta do Outback 800,Alimentação
"Renovação steam r$49,10",Assinaturas
"PARQUE DE DIVERSÕES COM A FAMÍLIA 59,40",Lazer
Kaspersky,Assinaturas
certificação,Educação
MÓVEIS DO MÊS,Casa
fui na UPA,Saúde
conserto,Outros
taxa de condomínio mensal 49.75,Casa
paguei notário,Outros
gasto com cartorio 139.60,Outros
Deezer 65.20,Lazer
plano Vivo 100.99,Assinaturas
"mensalidade da faculdade particular R$ 40,30",Educação
REFORMA,Casa
"comprei ferramentas R$ 90,80",Casa
"curso de CRM R$ 800,00",Educação
assinei netflix,Lazer
AULA DE MENSALIDADE UNIVERSITÁRIA,Educação
"loja de roupa 32,70",Vestuário
IFOOD,Alimentação
"internet R$12,50",Assinaturas
CAFÉ DA MANHÃ R$ 100,Alimentação
tinta do mês R$70,Casa
"assinatura do box mensal R$ 9,75",Assinaturas
matrícula no curso,Educação
"renovação Office 365 R$ 100,40",Assinaturas
"gasto com veterinário R$ 129,60",Outros
viagem,Lazer
passeio,Lazer
Par de calcinha,Vestuário
revisão do carro,Transporte
feira do mês 9.25,Alimentação
Assinei inglês,Educação
feira do mês r$ 70,Alimentação
assinatura Google Drive 32.20,Assinaturas
paguei desentupimento,Casa
dividi conta do pizza,Alimentação
comprei Wizard 400,Educação
Iphone para natal,Outros
"Mensalidade régua 900,00",Educação
SCOOTER 27.25,Transporte
"certificação R$17,25",Educação
Smoothie,Alimentação
bike pro trabalho,Transporte
vestido,Vestuário
paguei telefone,Casa
"Conta de desinfetante r$65,25",Casa
almocei no mall,Alimentação
corrida de bicicleta R$20,Transporte
"comprei colar na Renner R$ 40,00",Vestuário
"material de escritório para formatura R$70,20",Outros
Movida,Transporte
Hotel,Lazer
polo,Vestuário
presente pra aniversário,Outros
"comprei cama 85,60",Casa
"Mensalidade creatina r$ 85,75",Saúde
comprei ressonância,Saúde
peguei moto,Transporte
remédio pet imprevisto R$ 700,Outros
Manutenção,Casa
webinar,Educação
"plano Shein R$ 120,60",Assinaturas
peguei passagem,Transporte
"passeio 17,60",Lazer
"Comprei vestido r$ 65,80",Vestuário
COMPREI SERINGA,Saúde
mensalidade colégio,Educação
"suplemento da semana R$85,40",Saúde
supermercado,Alimentação
ASSINATURA DO TIM,Assinaturas
"fui na UPA R$24,10",Saúde
"comprei meia na shopping r$ 29,60",Vestuário
"COMPREI JANTAR 14,10",Alimentação
comprei roupa de academia na loja,Vestuário
COMPREI PSICÓLOGO 79.40,Saúde
99 PRO TRABALHO,Transporte
renovação OneDrive,Assinaturas
Anuidade disney+ r$3000,Assinaturas
comprei Steam R$ 200,Lazer
cobrou antivírus,Assinaturas
comprei Steam,Lazer
"passeio R$ 300,00",Lazer
MANUTENÇÃO DA ELETRICISTA R$ 25,Casa
shorts nova R$ 20,Vestuário
latam de volta 500,Transporte
boleto do agua,Casa
"conserto 700,00",Casa
mensalidade protetor solar,Saúde
"compras de roupa 42,50",Vestuário
peguei gasolina,Transporte
comprei Adidas na loja,Vestuário
Comprei creatina r$60,Saúde
"comprei cinto na outlet R$ 12,70",Vestuário
LENÇO NA ZARA,Vestuário
"EXAME NO LABORATÓRIO R$8,99",Saúde
"paguei manutenção R$ 40,00",Outros
Workshop,Educação
plano mensal Amazon Prime R$ 80,Assinaturas
"plano mensal nintendo online 30,90",Assinaturas
conta de eletrodoméstico,Casa
Conserto 80.70,Casa
lanche da tarde,Alimentação
fui ao museu,Lazer
paguei móvel 50,Casa
"mensalidade da pos-graduaçao 42,80",Educação
PAGUEI A LABORATÓRIO,Saúde
mensalidade plano R$25,Saúde
ÔNIBUS DA SEMANA R$35,Transporte
"conta do self-service R$10,90",Alimentação
"compras do mês R$ 120,75",Alimentação
regata,Vestuário
nordvpn,Assinaturas
"estacionei R$ 300,00",Transporte
ALMOCEI NO PRAÇA DE ALIMENTAÇÃO,Alimentação
calcinha novo,Vestuário
"passagem de abastecimento 90,40",Transporte
eletrodoméstico para a casa 69.40,Casa
remédio R$250,Saúde
voo pra casa R$ 80,Transporte
Paguei detergente,Casa
entretenimento r$10,Lazer
valet pro trabalho 17.50,Transporte
paguei pet,Outros
"abastecimento pro trabalho 80,60",Transporte
supermercado R$ 120,Alimentação
comprei consulta,Saúde
conserto,Casa
cobrou OneDrive 1500,Assinaturas
mensalidade Netflix 5.25,Assinaturas
METRO DE VOLTA,Transporte
comprei banho e tosa,Outros
"Steam R$19,40",Assinaturas
Rancho 37.60,Alimentação
PEDI MERCADO NO DELIVERY 25 REAIS,Alimentação
"REFORMA R$47,10",Casa
fui ao show de música,Lazer
paguei taxa de condomínio 39.75,Casa
peguei pedagio R$ 60,Transporte
"mochila novo R$129,75",Vestuário
fui na convênio,Saúde
ingresso do paintball,Lazer
peguei 99pop,Transporte
dividi conta do coxinha,Alimentação
PAGUEI A CROSSFIT,Saúde
comprei saque 2500,Outros
"Seguro do carro pra casa r$ 200,00",Transporte
entretenimento 42.10,Lazer
cobrou Amazon Prime,Assinaturas
mochila 2500,Vestuário
"musculação r$ 27,25",Saúde
"Comprei chopp r$ 129,90",Alimentação
"paguei celular R$ 25,25",Outros
Paguei imposto de renda,Outros
PEDÁGIO,Transporte
"boleto de aluguel do apartamento R$ 65,90",Casa
"extração mensal R$140,20",Saúde
"Conserto do iphone 45,00",Outros
mensalidade Adobe Creative Cloud,Assinaturas
exame no laboratório,Saúde
"jardineiro para a casa 100,00",Casa
"Esgoto do mês r$ 30,00",Casa
comprei lanche,Alimentação
"renovação Epic Games 37,25",Assinaturas
"Comprei advogado r$55,60",Outros
mensalidade da Wizard,Educação
assinei disney+ 69.25,Lazer
assinei videogame 600,Lazer
"Combustível r$ 55,25",Transporte
"Vivo 139,90",Assinaturas
cobrou Norton,Assinaturas
par de Under Armour,Vestuário
"achocolatado no lanchonete R$ 69,30",Alimentação
casaco na shopping,Vestuário
comprei taxa bancária,Outros
PULSEIRA NA RENNER,Vestuário
exame no laboratorio 40.30,Saúde
Boleto do taxa de condomínio,Casa
"plano mensal plano de celular R$ 24,75",Assinaturas
COMPREI IPTU,Outros
Boné novo 49.20,Vestuário
reforma,Casa
"MENSALIDADE DA ALURA 29,75",Educação
"Figma 99,40",Assinaturas
"Paguei a fisioterapeuta 600,00",Saúde
aluguel do apartamento,Casa
"compras do mes R$9,10",Alimentação
COMPREI RAIO-X,Saúde
comprei seringa,Saúde
receita médica,Saúde
paguei a análises clínicas,Saúde
"FUI AO CLUBE R$ 95,60",Lazer
"paguei a vitamina 150,25",Saúde
boleto de sabão R$ 800,Casa
troca de oleo 100.80,Transporte
compras de roupa,Vestuário
"plano anual VPN R$ 69,60",Assinaturas
rancho,Alimentação
geladeira,Casa
Nike na loja 37.50,Vestuário
mercado 70.20,Alimentação
comprei câmera,Outros
Comprei gravata,Vestuário
PAGUEI A RESSONÂNCIA,Saúde
"compras da semana R$129,80",Alimentação
energético pra hoje,Alimentação
casaco na zara,Vestuário
aluguel,Casa
fui ao videogame R$8,Lazer
assinei caderno,Educação
remédio da gym 17.99,Saúde
"assinei PlayStation 10,40",Lazer
certificação r$ 100,Educação
"pedágio 39,80",Transporte
"roupas 129,50",Vestuário
IMPOSTO PREDIAL,Casa
exame no laboratório R$ 600,Saúde
"manutenção da Claro TV 47,70",Casa
"paguei saque r$ 60,20",Outros
paguei manutenção,Outros
delivery happy hour,Alimentação
"MENSALIDADE DA COLÉGIO R$ 45,00",Educação
renovação PlayStation Plus,Assinaturas
assinei alemão,Educação
certificação 200 reais,Educação
"curativo da semana 49,20",Saúde
ração,Outros
Comprei mba 70.25,Educação
"comprei psicologo 99,75",Saúde
comprei bota,Vestuário
assinatura do plano de celular,Assinaturas
comprei shorts,Vestuário
Jantei fora,Alimentação
boleto de detergente R$ 2000,Casa
Corrida 139.10,Transporte
MENSALIDADE GLOBOPLAY,Assinaturas
"viagem para litoral 900,00",Lazer
almocei no boteco,Alimentação
"Mensalidade certificado 24,10",Educação
remédio da vitamina 129.75,Saúde
"workshop r$ 800,00",Educação
telefone fixo mensal r$ 150,Casa
"Paguei a suplemento r$ 32,70",Saúde
fui ao e-book,Lazer
passeio 22.75,Lazer
pijama,Vestuário
"corrida de valet 55,25",Transporte
"pet para formatura R$ 25,00",Outros
"anuidade cartao do mes 180,00",Outros
"loja de roupa R$ 15,00",Vestuário
"SAÍDA R$ 42,30",Lazer
salto na outlet,Vestuário
revisão do carro,Transporte
FUI NA PROTEÍNA,Saúde
"presente pra aniversário R$ 24,10",Outros
plano mensal HBO Max,Assinaturas
câmera,Lazer
AVIÃO PRO TRABALHO,Transporte
"COMPREI QUIROPRAXIA 10,10",Saúde
MOCHILA NOVA 14.80,Vestuário
patinete de volta,Transporte
Mensalidade da extração,Saúde
"boteco no padaria R$59,80",Alimentação
compras de roupa,Vestuário
uniforme na zara,Vestuário
Comprei luz,Casa
CNA,Educação
desentupimento do mês 2500 reais,Casa
paguei a mensalidade academia 8.25,Saúde
CONSULTA COM EXAME DE SANGUE 29.10,Saúde
Assinei francês,Educação
diesel da semana 69.25,Transporte
"ASSINATURA HEADSPACE R$ 30,30",Assinaturas
FUI NA BAND-AID,Saúde
"diversão R$70,70",Lazer
"mensalidade da lente de contato r$17,30",Saúde
"corrida de aluguel de carro R$89,50",Transporte
MULTA PARA ANIVERSÁRIO R$ 800,Outros
"cobrou YouTube Premium 27,80",Assinaturas
mensalidade academia da semana 42.10,Saúde
"paguei CRM 25,30",Educação
renovação Google Drive,Assinaturas
PLANO ANUAL DISNEY PLUS,Assinaturas
assinei concurso publico,Educação
"uber black pro trabalho 17,30",Transporte
LIMPEZA DENTAL DA SEMANA,Saúde
"boleto de decoração 95,60",Casa
plano anual Illustrator R$40,Assinaturas
imposto,Outros
comprei tour,Lazer
filme,Lazer
comprei móveis,Casa
Gol pra casa,Transporte
"jogos no Steam R$60,80",Lazer
assinei câmera,Lazer
entretenimento,Lazer
"feira do mês 90,30",Alimentação
"Matrícula no curso r$ 60,30",Educação
mensalidade proteína,Saúde
"taxa 30,00",Outros
paguei eletrodoméstico,Casa
dividi conta do macarrão,Alimentação
fui ao brinquedo 25.90,Lazer
blusa na H&M,Vestuário
manutenção do carro,Transporte
comprei hotel,Lazer
comprei régua,Educação
"paguei cursinho pré-vestibular 32,30",Educação
feira do mes,Alimentação
"multa de trânsito para natal r$ 149,80",Outros
99 pro trabalho,Transporte
"roupas R$ 69,99",Vestuário
"comprei salto R$25,10",Vestuário
comprei zara,Vestuário
webinar,Educação
comprei material de limpeza,Casa
hortifruti 40.50,Alimentação
mensalidade limpeza dental 27.30,Saúde
estacionamento,Transporte
"fim de semana R$40,60",Lazer
saída 70 reais,Lazer
"paguei caderno R$9,20",Educação
HOTEL 800 REAIS,Lazer
cachoeira,Lazer
laboratorio,Saúde
REFORMA 47.80,Casa
"conserto R$47,90",Casa
"Boleto do tv a cabo r$ 9,10",Casa
Paguei botijão de gás,Casa
compras do mês,Alimentação
"renovação netflix r$150,10",Assinaturas
Calça na outlet,Vestuário
infração para aniversário,Outros
viaçao pro trabalho,Transporte
"Bota nova r$15,10",Vestuário
Caiaque com amigos 120 reais,Lazer
hortifruti no feira,Alimentação
gasto com pet R$ 350,Outros
aluguel de carro pro trabalho,Transporte
"manutenção do carro de volta 90,99",Transporte
revisao do carro,Transporte
"remédio da creme R$ 40,00",Saúde
FOGÃO,Casa
compras do mês R$ 70,Alimentação
taxa bancaria para formatura,Outros
certificado r$8,Educação
"GASOLINA PRO TRABALHO R$ 20,00",Transporte
Spotify,Lazer
sobretudo na Riachuelo,Vestuário
"camisa nova 120,60",Vestuário
Estacionei 59.20,Transporte
"saia novo 99,90",Vestuário
"Delivery espetinho r$8,25",Alimentação
LOCADORA,Transporte
"troca de óleo R$19,90",Transporte
"workshop R$149,90",Educação
matrícula no curso R$ 1500,Educação
manutençao R$90,Casa
estacionei,Transporte
"entretenimento 19,10",Lazer
assinei Netflix,Lazer
iFood no lanchonete,Alimentação
fui na psiquiatra 49.75,Saúde
"jantei fora 300,00",Alimentação
"Boleto do cortina r$ 29,10",Casa
paguei cabo,Outros
Paguei a psicólogo,Saúde
"conserto do tablet R$89,20",Outros
lanche da tarde 70,Alimentação
paguei telefone,Casa
"gasolina R$ 19,75",Transporte
COMPRAS DO MÊS,Alimentação
CONSULTA COM ÓCULOS,Saúde
"Matrícula no curso r$ 79,75",Educação
MATRÍCULA NO CURSO 47.60,Educação
"Rappi R$95,10",Alimentação
Rancho 10.75,Alimentação
conta do padaria,Alimentação
paguei a creatina 140.90,Saúde
"passagem de ônibus interestadual R$149,40",Transporte
